,description,alertlevel,alertscore,episodealertlevel,episodealertscore,country,fromdate,todate,severity (magnitude),source,iso3,Death,Displaced,GDACS_ID,longitude,latitude
1011,ORANGE Flood in Colombia from: 27 Jun 2007 00 to: 27 Jun 2007 00.,ORANGE,2.0,Orange,2.0,Colombia,2007-06-27 00:00:00,2007-06-27 00:00:00,6.73,DFO,   ,43.0,700000.0,FL 3121,-75.593,8.375
1012,GREEN Flood in Australia from: 27 Jun 2007 00 to: 27 Jun 2007 00.,GREEN,1.0,Green,1.0,Australia,2007-06-27 00:00:00,2007-06-27 00:00:00,5.69,DFO,   ,1.0,300.0,FL 3114,146.856,-37.936
1013,GREEN Flood in Iran from: 27 Jun 2007 00 to: 27 Jun 2007 00.,GREEN,1.0,Green,1.0,Iran,2007-06-27 00:00:00,2007-06-27 00:00:00,4.67,DFO,   ,12.0,-1.0,FL 3115,52.202,33.753
1014,ORANGE Flood in Pakistan from: 26 Jun 2007 00 to: 26 Jun 2007 00.,ORANGE,2.0,Orange,2.0,Pakistan,2007-06-26 00:00:00,2007-06-26 00:00:00,6.46,DFO,   ,280.0,400000.0,FL 3112,67.902,25.256
1015,GREEN Flood in USA from: 26 Jun 2007 00 to: 26 Jun 2007 00.,GREEN,1.0,Green,1.0,USA,2007-06-26 00:00:00,2007-06-26 00:00:00,7.33,DFO,   ,8.0,5000.0,FL 3113,-97.166,32.837
1016,GREEN Flood in UK from: 25 Jun 2007 00 to: 25 Jun 2007 00.,GREEN,1.0,Green,1.0,UK,2007-06-25 00:00:00,2007-06-25 00:00:00,5.57,DFO,   ,6.0,30000.0,FL 3110,-0.914,53.881
1017,GREEN Flood in Solomon Islands from: 24 Jun 2007 00 to: 24 Jun 2007 00.,GREEN,1.0,Green,1.0,Solomon Islands,2007-06-24 00:00:00,2007-06-24 00:00:00,3.12,DFO,   ,0.0,3000.0,FL 3111,160.487,-9.553
1018,ORANGE Flood in Afghanistan from: 24 Jun 2007 00 to: 24 Jun 2007 00.,ORANGE,2.0,Orange,2.0,Afghanistan,2007-06-24 00:00:00,2007-06-24 00:00:00,5.79,DFO,   ,113.0,4000.0,FL 3109,71.141,35.278
1019,GREEN Flood in Ethiopia from: 29 Jul 2007 00 to: 29 Jul 2007 00.,GREEN,1.0,Green,1.0,Ethiopia,2007-07-29 00:00:00,2007-07-29 00:00:00,7.69,DFO,   ,17.0,42000.0,FL 3146,34.5,8.331
1020,GREEN Flood in Indonesia from: 28 Jul 2007 00 to: 28 Jul 2007 00.,GREEN,1.0,Green,1.0,Indonesia,2007-07-28 00:00:00,2007-07-28 00:00:00,4.25,DFO,   ,0.0,3000.0,FL 3154,128.141,-0.641
1021,GREEN Flood in Burkina Faso from: 28 Jul 2007 00 to: 28 Jul 2007 00.,GREEN,1.0,Green,1.0,Burkina Faso,2007-07-28 00:00:00,2007-07-28 00:00:00,4.09,DFO,   ,0.0,2000.0,FL 3145,-4.386,11.453
1022,GREEN Flood in South Africa from: 27 Jul 2007 00 to: 27 Jul 2007 00.,GREEN,1.0,Green,1.0,South Africa,2007-07-27 00:00:00,2007-07-27 00:00:00,5.15,DFO,   ,0.0,38000.0,FL 3144,19.575,-34.091
1023,ORANGE Flood in Ghana from: 26 Jul 2007 00 to: 26 Jul 2007 00.,ORANGE,2.0,Orange,2.0,Ghana,2007-07-26 00:00:00,2007-07-26 00:00:00,8.29,DFO,   ,153.0,540000.0,FL 3166,0.612,13.038
1024,GREEN Flood in Indonesia from: 25 Jul 2007 00 to: 25 Jul 2007 00.,GREEN,1.0,Green,1.0,Indonesia,2007-07-25 00:00:00,2007-07-25 00:00:00,4.33,DFO,   ,15.0,2000.0,FL 3141,120.198,-3.28
1025,ORANGE Flood in Nepal from: 23 Jul 2007 00 to: 23 Jul 2007 00.,ORANGE,2.0,Orange,2.0,Nepal,2007-07-23 00:00:00,2007-07-23 00:00:00,6.61,DFO,   ,185.0,86000.0,FL 3143,84.08,27.777
1026,GREEN Flood in Haiti from: 23 Jul 2007 00 to: 23 Jul 2007 00.,GREEN,1.0,Green,1.0,Haiti,2007-07-23 00:00:00,2007-07-23 00:00:00,2.39,DFO,   ,4.0,300.0,FL 3140,-72.292,18.55
1027,GREEN Flood in Senegal from: 31 Aug 2007 00 to: 31 Aug 2007 00.,GREEN,1.0,Green,1.0,Senegal,2007-08-31 00:00:00,2007-08-31 00:00:00,6.55,DFO,   ,1.0,-1.0,FL 3180,-13.968,15.474
1028,GREEN Flood in China from: 31 Aug 2007 00 to: 31 Aug 2007 00.,GREEN,1.0,Green,1.0,China,2007-08-31 00:00:00,2007-08-31 00:00:00,4.12,DFO,   ,7.0,-1.0,FL 3181,108.872,32.782
1029,GREEN Flood in Liberia from: 26 Aug 2007 00 to: 26 Aug 2007 00.,GREEN,1.0,Green,1.0,Liberia,2007-08-26 00:00:00,2007-08-26 00:00:00,4.24,DFO,   ,0.0,17000.0,FL 3177,-10.582,6.506
1030,GREEN Flood in Romania from: 25 Aug 2007 00 to: 25 Aug 2007 00.,GREEN,1.0,Green,1.0,Romania,2007-08-25 00:00:00,2007-08-25 00:00:00,4.99,DFO,   ,2.0,-1.0,FL 3178,25.603,46.758
1031,ORANGE Flood in Chad from: 25 Aug 2007 00 to: 25 Aug 2007 00.,ORANGE,2.0,Orange,2.0,Chad,2007-08-25 00:00:00,2007-08-25 00:00:00,7.24,DFO,   ,12.0,170000.0,FL 3179,19.049,11.544
1032,GREEN Flood in China from: 22 Aug 2007 00 to: 22 Aug 2007 00.,GREEN,1.0,Green,1.0,China,2007-08-22 00:00:00,2007-08-22 00:00:00,5.29,DFO,   ,17.0,2309.0,FL 3176,104.066,27.719
1033,GREEN Flood in Vietnam from: 29 Sep 2007 00 to: 29 Sep 2007 00.,GREEN,1.0,Green,1.0,Vietnam,2007-09-29 00:00:00,2007-09-29 00:00:00,6.11,DFO,   ,96.0,30000.0,FL 3200,106.903,17.066
1034,GREEN Flood in Mexico from: 28 Sep 2007 00 to: 28 Sep 2007 00.,GREEN,1.0,Green,1.0,Mexico,2007-09-28 00:00:00,2007-09-28 00:00:00,5.32,DFO,   ,5.0,33000.0,FL 3199,-97.851,20.932
1035,GREEN Flood in Brazil from: 24 Sep 2007 00 to: 24 Sep 2007 00.,GREEN,1.0,Green,1.0,Brazil,2007-09-24 00:00:00,2007-09-24 00:00:00,6.06,DFO,   ,4.0,4000.0,FL 3198,-52.671,-30.252
1036,GREEN Flood in Algeria from: 30 Oct 2007 00 to: 30 Oct 2007 00.,GREEN,1.0,Green,1.0,Algeria,2007-10-30 00:00:00,2007-10-30 00:00:00,5.61,DFO,   ,4.0,-1.0,FL 3221,3.242,34.823
1037,ORANGE Flood in Dominican Republic from: 28 Oct 2007 00 to: 28 Oct 2007 00.,ORANGE,2.0,Orange,2.0,Dominican Republic,2007-10-28 00:00:00,2007-10-28 00:00:00,6.1,DFO,   ,142.0,94000.0,FL 3218,-70.061,18.528
1038,ORANGE Flood in Vietnam from: 28 Oct 2007 00 to: 28 Oct 2007 00.,ORANGE,2.0,Orange,2.0,Vietnam,2007-10-28 00:00:00,2007-10-28 00:00:00,5.66,DFO,   ,70.0,94000.0,FL 3219,107.36,16.321
1039,RED Flood in Mexico from: 28 Oct 2007 00 to: 28 Oct 2007 00.,RED,3.0,Red,3.0,Mexico,2007-10-28 00:00:00,2007-10-28 00:00:00,6.27,DFO,   ,19.0,800000.0,FL 3220,-92.413,17.669
1040,GREEN Flood in Vietnam from: 27 Oct 2007 00 to: 27 Oct 2007 00.,GREEN,1.0,Green,1.0,Vietnam,2007-10-27 00:00:00,2007-10-27 00:00:00,3.24,DFO,   ,0.0,-1.0,FL 3215,106.69,10.767
1041,GREEN Flood in Philippines from: 27 Oct 2007 00 to: 27 Oct 2007 00.,GREEN,1.0,Green,1.0,Philippines,2007-10-27 00:00:00,2007-10-27 00:00:00,4.51,DFO,   ,20.0,-1.0,FL 3216,123.381,13.357
1042,GREEN Flood in India from: 27 Oct 2007 00 to: 27 Oct 2007 00.,GREEN,1.0,Green,1.0,India,2007-10-27 00:00:00,2007-10-27 00:00:00,5.66,DFO,   ,29.0,50000.0,FL 3217,79.7,12.725
1043,GREEN Flood in Democratic Republic of Congo from: 25 Oct 2007 00 to: 25 Oct 2007 00.,GREEN,1.0,Green,1.0,Democratic Republic of Congo,2007-10-25 00:00:00,2007-10-25 00:00:00,4.14,DFO,   ,30.0,3500.0,FL 3214,15.381,-4.368
1044,GREEN Flood in Brazil from: 24 Oct 2007 00 to: 24 Oct 2007 00.,GREEN,1.0,Green,1.0,Brazil,2007-10-24 00:00:00,2007-10-24 00:00:00,3.47,DFO,   ,6.0,2272.0,FL 3213,-43.415,-22.718
1045,GREEN Flood in Thailand from: 22 Oct 2007 00 to: 22 Oct 2007 00.,GREEN,1.0,Green,1.0,Thailand,2007-10-22 00:00:00,2007-10-22 00:00:00,5.07,DFO,   ,2.0,-1.0,FL 3211,99.002,9.722
1046,ORANGE Flood in Vietnam from: 20 Oct 2007 00 to: 20 Oct 2007 00.,ORANGE,2.0,Orange,2.0,Vietnam,2007-10-20 00:00:00,2007-10-20 00:00:00,6.11,DFO,   ,3.0,280000.0,FL 3210,105.514,11.011
1047,ORANGE Flood in Philippines from: 25 Nov 2007 00 to: 25 Nov 2007 00.,ORANGE,2.0,Orange,2.0,Philippines,2007-11-25 00:00:00,2007-11-25 00:00:00,5.43,DFO,   ,29.0,540000.0,FL 3232,122.01,17.078
1048,GREEN Flood in Serbia and Montenegro from: 25 Nov 2007 00 to: 25 Nov 2007 00.,GREEN,1.0,Green,1.0,Serbia and Montenegro,2007-11-25 00:00:00,2007-11-25 00:00:00,4.74,DFO,   ,0.0,3500.0,FL 3234,20.798,42.762
1049,GREEN Flood in Algeria from: 24 Nov 2007 00 to: 24 Nov 2007 00.,GREEN,1.0,Green,1.0,Algeria,2007-11-24 00:00:00,2007-11-24 00:00:00,5.28,DFO,   ,15.0,1200.0,FL 3233,2.96,36.747
1050,GREEN Flood in South Africa from: 21 Nov 2007 00 to: 21 Nov 2007 00.,GREEN,1.0,Green,1.0,South Africa,2007-11-21 00:00:00,2007-11-21 00:00:00,5.43,DFO,   ,2.0,1500.0,FL 3231,21.786,-34.03
1051,GREEN Flood in Kenya from: 21 Nov 2007 00 to: 21 Nov 2007 00.,GREEN,1.0,Green,1.0,Kenya,2007-11-21 00:00:00,2007-11-21 00:00:00,5.2,DFO,   ,0.0,6000.0,FL 3235,40.249,-2.154
1052,GREEN Flood in Zambia from: 30 Dec 2007 00 to: 30 Dec 2007 00.,GREEN,1.0,Green,1.0,Zambia,2007-12-30 00:00:00,2007-12-30 00:00:00,6.53,DFO,   ,1.0,3000.0,FL 3250,27.767,-15.94
1053,GREEN Flood in Indonesia from: 25 Dec 2007 00 to: 25 Dec 2007 00.,GREEN,1.0,Green,1.0,Indonesia,2007-12-25 00:00:00,2007-12-25 00:00:00,4.65,DFO,   ,1.0,20000.0,FL 3248,100.616,-0.686
1054,ORANGE Flood in Indonesia from: 25 Dec 2007 00 to: 25 Dec 2007 00.,ORANGE,2.0,Orange,2.0,Indonesia,2007-12-25 00:00:00,2007-12-25 00:00:00,5.88,DFO,   ,153.0,50000.0,FL 3249,111.333,-7.543
1055,GREEN Flood in Namibia from: 31 Jan 2008 00 to: 31 Jan 2008 00.,GREEN,1.0,Green,1.0,Namibia,2008-01-31 00:00:00,2008-01-31 00:00:00,7.32,DFO,   ,42.0,40000.0,FL 3264,17.26,-17.049
1056,GREEN Flood in Indonesia from: 30 Jan 2008 00 to: 30 Jan 2008 00.,GREEN,1.0,Green,1.0,Indonesia,2008-01-30 00:00:00,2008-01-30 00:00:00,3.61,DFO,   ,3.0,40000.0,FL 3262,112.908,-7.708
1057,ORANGE Flood in Ecuador from: 30 Jan 2008 00 to: 30 Jan 2008 00.,ORANGE,2.0,Orange,2.0,Ecuador,2008-01-30 00:00:00,2008-01-30 00:00:00,7.15,DFO,   ,51.0,265000.0,FL 3263,-79.658,-1.248
1058,GREEN Flood in Argentina from: 28 Jan 2008 00 to: 28 Jan 2008 00.,GREEN,1.0,Green,1.0,Argentina,2008-01-28 00:00:00,2008-01-28 00:00:00,6.82,DFO,   ,0.0,15000.0,FL 3261,-61.661,-22.917
1059,GREEN Flood in South Africa from: 24 Jan 2008 00 to: 24 Jan 2008 00.,GREEN,1.0,Green,1.0,South Africa,2008-01-24 00:00:00,2008-01-24 00:00:00,5.81,DFO,   ,1.0,1200.0,FL 3260,30.678,-24.126
1060,GREEN Flood in Morocco from: 26 Feb 2008 00 to: 26 Feb 2008 00.,GREEN,1.0,Green,1.0,Morocco,2008-02-26 00:00:00,2008-02-26 00:00:00,4.85,DFO,   ,4.0,-1.0,FL 3279,-7.114,32.11
1061,ORANGE Flood in Brazil from: 30 Mar 2008 00 to: 30 Mar 2008 00.,ORANGE,2.0,Orange,2.0,Brazil,2008-03-30 00:00:00,2008-03-30 00:00:00,7.43,DFO,   ,36.0,190000.0,FL 3291,-42.685,-5.36
1062,GREEN Flood in Kenya from: 28 Mar 2008 00 to: 28 Mar 2008 00.,GREEN,1.0,Green,1.0,Kenya,2008-03-28 00:00:00,2008-03-28 00:00:00,4.38,DFO,   ,3.0,160.0,FL 3290,35.221,-0.179
1063,GREEN Flood in Sri Lanka from: 27 Apr 2008 00 to: 27 Apr 2008 00.,GREEN,1.0,Green,1.0,Sri Lanka,2008-04-27 00:00:00,2008-04-27 00:00:00,4.54,DFO,   ,9.0,18000.0,FL 3299,80.417,6.685
1064,GREEN Flood in Canada from: 26 Apr 2008 00 to: 26 Apr 2008 00.,GREEN,1.0,Green,1.0,Canada,2008-04-26 00:00:00,2008-04-26 00:00:00,4.28,DFO,   ,0.0,2000.0,FL 3298,-81.962,52.153
1065,GREEN Flood in USA from: 25 Apr 2008 00 to: 25 Apr 2008 00.,GREEN,1.0,Green,1.0,USA,2008-04-25 00:00:00,2008-04-25 00:00:00,5.7,DFO,   ,0.0,2500.0,FL 3300,-67.345,46.353
1066,GREEN Flood in Indonesia from: 23 Apr 2008 00 to: 23 Apr 2008 00.,GREEN,1.0,Green,1.0,Indonesia,2008-04-23 00:00:00,2008-04-23 00:00:00,4.32,DFO,   ,0.0,34514.0,FL 3296,95.772,4.649
1067,GREEN Flood in Indonesia from: 24 Apr 2008 00 to: 23 Apr 2008 00.,GREEN,1.0,Green,1.0,Indonesia,2008-04-24 00:00:00,2008-04-23 00:00:00,3.6,DFO,   ,0.0,-1.0,FL 3297,95.773,4.649
1068,GREEN Flood in Belize from: 31 May 2008 00 to: 31 May 2008 00.,GREEN,1.0,Green,1.0,Belize,2008-05-31 00:00:00,2008-05-31 00:00:00,5.3,DFO,   ,2.0,-1.0,FL 3316,-88.1,17.3
1069,ORANGE Flood in Sri Lanka from: 29 May 2008 00 to: 29 May 2008 00.,ORANGE,2.0,Orange,2.0,Sri Lanka,2008-05-29 00:00:00,2008-05-29 00:00:00,5.69,DFO,   ,23.0,400000.0,FL 3314,80.77,7.18
1070,GREEN Flood in China from: 27 May 2008 00 to: 27 May 2008 00.,GREEN,1.0,Green,1.0,China,2008-05-27 00:00:00,2008-05-27 00:00:00,6.16,DFO,   ,64.0,5000.0,FL 3309,105.815,26.615
1071,Green Flood in China from: 27 May 2008 00 to: 27 May 2008 00.,Green,1.0,Green,1.0,China,2008-05-27 00:00:00,2008-05-27 00:00:00,6.03,DFO,   ,-1.0,,FL 3310,105.81,26.62
1072,GREEN Flood in Columbia from: 27 May 2008 00 to: 27 May 2008 00.,GREEN,1.0,Green,1.0,Columbia,2008-05-27 00:00:00,2008-05-27 00:00:00,4.85,DFO,   ,0.0,400.0,FL 3311,-74.07,6.63
1073,GREEN Flood in India from: 24 May 2008 00 to: 24 May 2008 00.,GREEN,1.0,Green,1.0,India,2008-05-24 00:00:00,2008-05-24 00:00:00,5.49,DFO,   ,0.0,-1.0,FL 3312,93.75,26.4
1074,GREEN Flood in USA from: 24 May 2008 00 to: 24 May 2008 00.,GREEN,1.0,Green,1.0,USA,2008-05-24 00:00:00,2008-05-24 00:00:00,6.64,DFO,   ,13.0,-1.0,FL 3313,-88.4,36.98
1075,GREEN Flood in Japan from: 27 Jun 2008 00 to: 27 Jun 2008 00.,GREEN,1.0,Green,1.0,Japan,2008-06-27 00:00:00,2008-06-27 00:00:00,5.77,DFO,   ,0.0,128.0,FL 3326,137.194,35.462
1076,GREEN Flood in China from: 24 Jun 2008 00 to: 24 Jun 2008 00.,GREEN,1.0,Green,1.0,China,2008-06-24 00:00:00,2008-06-24 00:00:00,6.35,DFO,   ,0.0,-1.0,FL 3325,112.304,23.542
1077,GREEN Flood in USA from: 30 Jul 2008 00 to: 30 Jul 2008 00.,GREEN,1.0,Green,1.0,USA,2008-07-30 00:00:00,2008-07-30 00:00:00,6.63,DFO,   ,0.0,-1.0,FL 3340,151.02,64.28
1078,GREEN Flood in Canada from: 30 Jul 2008 00 to: 30 Jul 2008 00.,GREEN,1.0,Green,1.0,Canada,2008-07-30 00:00:00,2008-07-30 00:00:00,5.81,DFO,   ,0.0,-1.0,FL 3341,-58.51,51.97
1079,GREEN Flood in New Zealand from: 30 Jul 2008 00 to: 30 Jul 2008 00.,GREEN,1.0,Green,1.0,New Zealand,2008-07-30 00:00:00,2008-07-30 00:00:00,5.02,DFO,   ,0.0,-1.0,FL 3342,172.42,-42.22
1080,GREEN Flood in Japan from: 28 Jul 2008 00 to: 28 Jul 2008 00.,GREEN,1.0,Green,1.0,Japan,2008-07-28 00:00:00,2008-07-28 00:00:00,5.32,DFO,   ,5.0,50000.0,FL 3344,136.38,35.88
1081,ORANGE Flood in China from: 28 Jul 2008 00 to: 28 Jul 2008 00.,ORANGE,2.0,Orange,2.0,China,2008-07-28 00:00:00,2008-07-28 00:00:00,7.11,DFO,   ,0.0,93000.0,FL 3345,114.41,32.56
1082,GREEN Flood in Philippines from: 28 Jul 2008 00 to: 28 Jul 2008 00.,GREEN,1.0,Green,1.0,Philippines,2008-07-28 00:00:00,2008-07-28 00:00:00,5.39,DFO,   ,4.0,76000.0,FL 3339,120.97,23.35
1083,ORANGE Flood in Ukraine from: 22 Jul 2008 00 to: 22 Jul 2008 00.,ORANGE,2.0,Orange,2.0,Ukraine,2008-07-22 00:00:00,2008-07-22 00:00:00,6.0,DFO,   ,40.0,172000.0,FL 3337,24.38,48.17
1084,GREEN Flood in Mexico from: 21 Jul 2008 00 to: 21 Jul 2008 00.,GREEN,1.0,Green,1.0,Mexico,2008-07-21 00:00:00,2008-07-21 00:00:00,6.92,DFO,   ,1.0,180.0,FL 3336,-102.79,29.79
1085,ORANGE Flood in Bangladesh from: 30 Aug 2008 00 to: 30 Aug 2008 00.,ORANGE,2.0,Orange,2.0,Bangladesh,2008-08-30 00:00:00,2008-08-30 00:00:00,5.95,DFO,   ,0.0,600000.0,FL 3371,90.21,21.02
1086,RED Flood in India from: 30 Aug 2008 00 to: 30 Aug 2008 00.,RED,3.0,Red,3.0,India,2008-08-30 00:00:00,2008-08-30 00:00:00,6.08,DFO,   ,900.0,1000000.0,FL 3372,94.55,27.044
1087,GREEN Flood in Haiti from: 26 Aug 2008 00 to: 26 Aug 2008 00.,GREEN,1.0,Green,1.0,Haiti,2008-08-26 00:00:00,2008-08-26 00:00:00,5.17,DFO,   ,22.0,5000.0,FL 3369,-71.976,18.871
1088,GREEN Flood in Guatamala from: 27 Sep 2008 00 to: 27 Sep 2008 00.,GREEN,1.0,Green,1.0,Guatamala,2008-09-27 00:00:00,2008-09-27 00:00:00,4.69,DFO,   ,0.0,-1.0,FL 3386,-89.331,15.689
1089,GREEN Flood in China from: 26 Sep 2008 00 to: 26 Sep 2008 00.,GREEN,1.0,Green,1.0,China,2008-09-26 00:00:00,2008-09-26 00:00:00,4.44,DFO,   ,0.0,-1.0,FL 3387,108.721,21.935
1090,GREEN Flood in Viet Nam from: 25 Sep 2008 00 to: 25 Sep 2008 00.,GREEN,1.0,Green,1.0,Viet Nam,2008-09-25 00:00:00,2008-09-25 00:00:00,5.77,DFO,   ,41.0,-1.0,FL 3385,104.593,21.899
1091,RED Flood in India from: 22 Sep 2008 00 to: 22 Sep 2008 00.,RED,3.0,Red,3.0,India,2008-09-22 00:00:00,2008-09-22 00:00:00,6.87,DFO,   ,2400.0,-1.0,FL 3382,84.406,20.952
1092,GREEN Flood in Nepal from: 22 Sep 2008 00 to: 22 Sep 2008 00.,GREEN,1.0,Green,1.0,Nepal,2008-09-22 00:00:00,2008-09-22 00:00:00,6.43,DFO,   ,49.0,13000.0,FL 3383,78.938,30.521
1093,GREEN Flood in Puerto Rico from: 21 Sep 2008 00 to: 21 Sep 2008 00.,GREEN,1.0,Green,1.0,Puerto Rico,2008-09-21 00:00:00,2008-09-21 00:00:00,3.87,DFO,   ,4.0,-1.0,FL 3381,-66.554,18.051
1094,GREEN Flood in Viet Nam from: 27 Oct 2008 00 to: 27 Oct 2008 00.,GREEN,1.0,Green,1.0,Viet Nam,2008-10-27 00:00:00,2008-10-27 00:00:00,6.08,DFO,   ,92.0,3000.0,FL 3400,106.323,20.74
1095,GREEN Flood in Yemen from: 23 Oct 2008 00 to: 23 Oct 2008 00.,GREEN,1.0,Green,1.0,Yemen,2008-10-23 00:00:00,2008-10-23 00:00:00,5.73,DFO,   ,69.0,6800.0,FL 3398,49.784,15.545
1096,GREEN Flood in Morocco from: 23 Oct 2008 00 to: 23 Oct 2008 00.,GREEN,1.0,Green,1.0,Morocco,2008-10-23 00:00:00,2008-10-23 00:00:00,6.55,DFO,   ,28.0,1200.0,FL 3399,-4.774,33.731
1097,GREEN Flood in Costa Rica from: 26 Nov 2008 00 to: 26 Nov 2008 00.,GREEN,1.0,Green,1.0,Costa Rica,2008-11-26 00:00:00,2008-11-26 00:00:00,4.12,DFO,   ,7.0,46000.0,FL 3414,12.188,45.024
1098,GREEN Flood in Malaysia from: 29 Dec 2008 00 to: 29 Dec 2008 00.,GREEN,1.0,Green,1.0,Malaysia,2008-12-29 00:00:00,2008-12-29 00:00:00,5.89,DFO,   ,0.0,10000.0,FL 3430,-123.769,42.84
1099,GREEN Flood in USA from: 29 Dec 2008 00 to: 29 Dec 2008 00.,GREEN,1.0,Green,1.0,USA,2008-12-29 00:00:00,2008-12-29 00:00:00,5.93,DFO,   ,0.0,-1.0,FL 3431,107.058,16.887
1100,GREEN Flood in Mozambique from: 28 Dec 2008 00 to: 28 Dec 2008 00.,GREEN,1.0,Green,1.0,Mozambique,2008-12-28 00:00:00,2008-12-28 00:00:00,5.92,DFO,   ,25.0,3500.0,FL 3427,125.04,8.447
1101,GREEN Flood in Australia from: 28 Dec 2008 00 to: 28 Dec 2008 00.,GREEN,1.0,Green,1.0,Australia,2008-12-28 00:00:00,2008-12-28 00:00:00,6.26,DFO,   ,0.0,-1.0,FL 3429,101.098,6.641
1102,GREEN Flood in USA from: 26 Dec 2008 00 to: 26 Dec 2008 00.,GREEN,1.0,Green,1.0,USA,2008-12-26 00:00:00,2008-12-26 00:00:00,5.3,DFO,   ,0.0,-1.0,FL 3424,-123.524,44.656
1103,GREEN Flood in USA from: 26 Dec 2008 00 to: 26 Dec 2008 00.,GREEN,1.0,Green,1.0,USA,2008-12-26 00:00:00,2008-12-26 00:00:00,5.58,DFO,   ,0.0,-1.0,FL 3425,103.139,-3.33
1104,GREEN Flood in Indonesia from: 26 Dec 2008 00 to: 26 Dec 2008 00.,GREEN,1.0,Green,1.0,Indonesia,2008-12-26 00:00:00,2008-12-26 00:00:00,6.36,DFO,   ,24.0,-1.0,FL 3426,34.027,-22.924
1105,GREEN Flood in Indonesia from: 28 Jan 2009 00 to: 28 Jan 2009 00.,GREEN,1.0,Green,1.0,Indonesia,2009-01-28 00:00:00,2009-01-28 00:00:00,5.49,DFO,   ,18.0,12000.0,FL 3443,113.773,3.345
1106,GREEN Flood in Australia from: 26 Jan 2009 00 to: 26 Jan 2009 00.,GREEN,1.0,Green,1.0,Australia,2009-01-26 00:00:00,2009-01-26 00:00:00,6.94,DFO,   ,0.0,400.0,FL 3440,0.706,29.613
1107,GREEN Flood in Algeria from: 26 Jan 2009 00 to: 26 Jan 2009 00.,GREEN,1.0,Green,1.0,Algeria,2009-01-26 00:00:00,2009-01-26 00:00:00,5.62,DFO,   ,33.0,-1.0,FL 3441,46.519,-17.689
1108,GREEN Flood in Philippines from: 26 Jan 2009 00 to: 26 Jan 2009 00.,GREEN,1.0,Green,1.0,Philippines,2009-01-26 00:00:00,2009-01-26 00:00:00,5.93,DFO,   ,5.0,200.0,FL 3438,150.686,-29.415
1109,GREEN Flood in South Africa from: 28 Feb 2009 00 to: 28 Feb 2009 00.,GREEN,1.0,Green,1.0,South Africa,2009-02-28 00:00:00,2009-02-28 00:00:00,5.58,DFO,   ,5.0,300.0,FL 3460,-91.01,41.676
1110,ORANGE Flood in Zambia from: 27 Feb 2009 00 to: 27 Feb 2009 00.,ORANGE,2.0,Orange,2.0,Zambia,2009-02-27 00:00:00,2009-02-27 00:00:00,6.82,DFO,   ,150.0,54000.0,FL 3468,151.35,-32.456
1111,GREEN Flood in Indonesia from: 23 Feb 2009 00 to: 23 Feb 2009 00.,GREEN,1.0,Green,1.0,Indonesia,2009-02-23 00:00:00,2009-02-23 00:00:00,6.1,DFO,   ,1.0,20000.0,FL 3459,30.802,-29.415
1112,GREEN Flood in Indonesia from: 30 Mar 2009 00 to: 30 Mar 2009 00.,GREEN,1.0,Green,1.0,Indonesia,2009-03-30 00:00:00,2009-03-30 00:00:00,4.58,DFO,   ,0.0,1000.0,FL 3466,106.364,-6.555
1113,GREEN Flood in Australia from: 30 Mar 2009 00 to: 30 Mar 2009 00.,GREEN,1.0,Green,1.0,Australia,2009-03-30 00:00:00,2009-03-30 00:00:00,5.39,DFO,   ,0.0,-1.0,FL 3469,-85.234,30.838
1114,GREEN Flood in Indonesia from: 27 Mar 2009 00 to: 27 Mar 2009 00.,GREEN,1.0,Green,1.0,Indonesia,2009-03-27 00:00:00,2009-03-27 00:00:00,6.06,DFO,   ,99.0,1600.0,FL 3467,24.23,-18.76
1115,GREEN Flood in USA from: 24 Mar 2009 00 to: 24 Mar 2009 00.,GREEN,1.0,Green,1.0,USA,2009-03-24 00:00:00,2009-03-24 00:00:00,6.4,DFO,   ,0.0,5000.0,FL 3465,100.731,-1.207
1116,ORANGE Flood in Bangladesh from: 25 May 2009 00 to: 25 May 2009 00.,ORANGE,2.0,Orange,2.0,Bangladesh,2009-05-25 00:00:00,2009-05-25 00:00:00,4.45,DFO,   ,115.0,20000.0,FL 3486,-0.1,5.733
1117,GREEN Flood in Türkiye from: 28 Jul 2009 00 to: 28 Jul 2009 00.,GREEN,1.0,Green,1.0,Türkiye,2009-07-28 00:00:00,2009-07-28 00:00:00,4.29,DFO,   ,0.0,-1.0,FL 3517,38.109,40.697
1118,GREEN Flood in China from: 26 Jul 2009 00 to: 26 Jul 2009 00.,GREEN,1.0,Green,1.0,China,2009-07-26 00:00:00,2009-07-26 00:00:00,6.3,DFO,   ,22.0,-1.0,FL 3514,101.18,30.859
1119,GREEN Flood in Japan from: 26 Jul 2009 00 to: 26 Jul 2009 00.,GREEN,1.0,Green,1.0,Japan,2009-07-26 00:00:00,2009-07-26 00:00:00,4.29,DFO,   ,28.0,-1.0,FL 3515,130.571,33.298
1120,GREEN Flood in Nepal from: 26 Jul 2009 00 to: 26 Jul 2009 00.,GREEN,1.0,Green,1.0,Nepal,2009-07-26 00:00:00,2009-07-26 00:00:00,4.75,DFO,   ,22.0,-1.0,FL 3516,85.708,28.001
