name,epoch,inclination_deg,raan_deg,eccentricity,arg_perigee_deg,mean_anomaly_deg,mean_motion_rev_per_day,altitude_km,orbit_type
QIANFAN-43,2026-04-02 22:15:31.591008,89.0108,30.0617,0.001345,232.1316,127.862,13.51010267,1075.6808576480653,LEO
QIANFAN-44,2026-04-02 21:57:49.785120,89.0107,29.872,0.001173,228.1981,131.8169,13.5100823,1075.6883428652818,LEO
QIANFAN-45,2026-04-02 21:10:21.984096,89.011,30.0257,0.0012401,228.0944,131.9151,13.51011923,1075.6747724779734,LEO
QIANFAN-46,2026-04-02 21:45:56.083968,89.0106,30.0876,0.0012364,234.4731,125.5268,13.51008795,1075.6862666985808,LEO
QIANFAN-47,2026-04-02 21:51:51.647616,89.0102,30.0157,0.0012807,233.5485,126.4487,13.51008571,1075.6870898158259,LEO
QIANFAN-48,2026-04-02 20:58:32.388672,89.0106,30.0257,0.0015008,237.1637,122.807,13.5100858,1075.6870567441465,LEO
QIANFAN-49,2026-04-02 22:27:27.122112,89.0105,30.0311,0.0012171,230.0548,129.9535,13.51008012,1075.6891439352985,LEO
QIANFAN-50,2026-04-02 21:16:18.104160,89.011,30.0502,0.0013805,232.2197,127.7705,13.51008974,1075.6856089398761,LEO
QIANFAN-51,2026-04-02 20:52:37.523136,89.0104,30.0389,0.0011252,235.8928,124.1156,13.51009482,1075.6837422288108,LEO
QIANFAN-52,2026-04-02 21:34:13.221696,89.0101,29.9054,0.001338,227.3552,132.6472,13.51006004,1075.6965226086977,LEO
QIANFAN-53,2026-04-02 21:04:27.926400,89.0108,30.0202,0.0012238,228.3713,131.639,13.51008786,1075.6862997702528,LEO
QIANFAN-54,2026-04-02 22:03:46.476288,89.01,29.685,6.91e-05,2.3923,357.7231,13.51008555,1075.6871486099235,LEO
PROBA-3 CSC,2026-03-25 18:21:22.865472,59.6466,104.4867,0.8013426,203.1103,75.9449,1.2207944,30609.56047705528,MEO
PROBA-3 OSC,2026-04-02 03:16:35.150016,59.6492,103.8649,0.8011624,203.335,75.287,1.22074214,30610.61589530638,MEO
SXM-9,2026-04-02 03:54:38.487744,0.015,230.3359,0.0004397,84.4706,209.2197,1.00269597,35794.34534817118,GEO
SENTINEL-1C,2026-04-02 23:20:28.969728,98.1823,101.3523,0.0001353,90.6305,269.505,14.5919876,702.8993035223075,LEO
STARLINK-32632,2026-04-02 18:27:38.939616,53.1592,107.8771,0.0001557,95.6537,264.4641,15.30199331,482.3540669334634,LEO
STARLINK-11496 [DTC],2026-04-01 19:16:40.189152,42.9985,277.6295,0.0001751,244.7382,115.3305,15.70936632,363.3558833853731,LEO
STARLINK-11501 [DTC],2026-04-02 20:27:17.595072,43.0032,270.8577,0.0002861,288.0491,72.0065,15.70941003,363.34339155906764,LEO
STARLINK-11491 [DTC],2026-04-02 21:51:12.396096,43.0021,270.4318,0.0001865,281.7117,78.3541,15.70933336,363.36530302091523,LEO
STARLINK-11479 [DTC],2026-04-02 20:42:34.783776,43.0001,270.9431,0.000147,266.4768,93.5932,15.70908839,363.435314008173,LEO
STARLINK-11489 [DTC],2026-04-02 21:36:06.314112,43.0005,271.2427,0.0001842,300.7711,59.2975,15.70952097,363.3116864151352,LEO
STARLINK-11494 [DTC],2026-04-02 19:33:58.109760,43.0012,271.4535,0.0002384,294.4023,65.6596,15.70950301,363.31681911367923,LEO
STARLINK-11333 [DTC],2026-04-01 20:55:52.095936,43.0004,277.287,0.0002307,278.5791,81.4815,15.70915513,363.41623992780933,LEO
STARLINK-11504 [DTC],2026-04-02 22:00:01.999584,43.0003,270.7688,0.0001711,277.3486,327.1418,15.70781812,363.7983788966658,LEO
STARLINK-11495 [DTC],2026-04-02 18:40:37.912512,43.0006,272.0489,0.0001479,271.1612,88.9086,15.70905984,363.4434735488858,LEO
STARLINK-11498 [DTC],2026-04-02 20:34:56.217504,42.9991,270.8976,0.0001791,286.8856,73.1815,15.70898682,363.4643426512712,LEO
STARLINK-11484 [DTC],2026-04-02 20:50:14.007552,42.9995,270.9818,0.0001613,257.1352,102.9335,15.70939904,363.34653237198927,LEO
STARLINK-11487 [DTC],2026-04-02 19:56:53.335968,43.0003,271.5764,0.0004082,263.1193,96.921,15.71017344,363.12522690943206,LEO
STARLINK-11499 [DTC],2026-04-02 12:35:42.088416,42.9993,273.5869,0.0002322,261.4679,98.5926,15.70945853,363.3295308724455,LEO
STARLINK-33548,2026-04-02 15:52:45.279552,43.0057,70.1204,0.0002348,274.1597,85.8986,15.27598788,490.12983858530515,LEO
STARLINK-33544,2026-04-02 15:36:04.880736,42.9993,81.2801,7.67e-05,284.1281,75.9486,15.27602935,490.11742125806177,LEO
STARLINK-33560,2026-04-02 23:00:57.436704,42.9987,79.2943,1.88e-05,333.6623,26.4219,15.27617328,490.07432485500794,LEO
STARLINK-33547,2026-04-02 22:03:49.850208,43.0003,68.6096,0.0001031,231.9624,128.1135,15.27611674,490.09125432775545,LEO
STARLINK-33563,2026-04-02 10:36:57.489120,43.0017,82.2917,0.0001242,247.8985,112.1735,15.27633078,490.0271660148137,LEO
STARLINK-33550,2026-04-02 16:38:46.725504,43.003,80.7423,0.0001439,278.5694,81.4995,15.27600919,490.1234577428995,LEO
STARLINK-33564,2026-04-02 23:15:45.239904,42.9971,79.3698,7.42e-05,244.7308,115.3467,15.27621742,490.061108321177,LEO
STARLINK-33546,2026-04-02 10:31:23.880576,43.0012,82.2643,0.0001323,268.8702,91.1998,15.27662155,489.9401054392274,LEO
STARLINK-33565,2026-04-02 15:04:40.394784,43.0,69.8671,0.0001036,274.2125,85.8608,15.27585063,490.1709356381198,LEO
STARLINK-33549,2026-04-02 07:39:44.868384,42.9992,83.0943,0.000126,266.3271,93.7437,15.2759242,490.1489063435574,LEO
GJZ 01,2026-04-02 22:47:55.964256,59.9125,154.3934,0.002001,172.4872,187.6439,13.75210044,988.0623792884408,LEO
GJZ 02,2026-04-02 22:47:18.095136,59.9164,118.4726,0.0007012,95.1147,265.0661,13.75191482,988.1285996950173,LEO
GJZ 03,2026-04-02 22:45:58.669344,59.9121,138.7473,0.0012413,286.6278,73.3366,13.75195787,988.1132413654623,LEO
GJZ 04,2026-04-02 22:51:42.367680,59.9117,138.7701,0.0007687,300.6266,59.3984,13.75189224,988.1366552690142,LEO
GJZ 05,2026-04-02 22:48:35.036064,59.9109,138.7092,0.0009406,300.4965,59.5113,13.75194185,988.1189565811756,LEO
STARLINK-32648,2026-04-02 22:29:28.010400,53.1596,68.6991,0.0001341,109.1559,250.9587,15.30246387,482.2135696974028,LEO
STARLINK-32594,2026-04-02 15:56:32.508096,53.1588,80.3408,0.0001433,86.5681,273.5484,15.30218856,482.29576938027367,LEO
STARLINK-32621,2026-04-02 15:23:06.758016,53.1596,69.694,0.0001921,88.2339,271.8882,15.30218908,482.2956141208406,LEO
STARLINK-32597,2026-04-02 05:01:12.795168,53.16,71.9798,0.0001246,71.2102,288.9034,15.30208371,482.32707523614954,LEO
STARLINK-32649,2026-04-02 16:32:07.694880,53.1607,82.0704,0.0001532,88.8125,271.3051,15.30205468,482.33574300555483,LEO
STARLINK-32633,2026-04-02 23:30:51.886080,53.1575,81.0325,0.0001281,89.6147,270.5,15.30265467,482.1566037267012,LEO
STARLINK-32646,2026-04-02 23:07:17.425632,53.1592,68.1503,0.0001383,95.5009,264.615,15.30239785,482.2332811543474,LEO
STARLINK-32706,2026-04-02 22:39:22.819104,53.1597,81.5222,0.0001163,109.614,250.4987,15.3024921,482.20514116705726,LEO
STARLINK-32678,2026-04-02 22:23:23.328960,53.1597,68.6724,0.0001143,80.6588,279.4542,15.30235647,482.2456359689322,LEO
STARLINK-32696,2026-04-02 08:28:20.795808,53.1585,84.2367,0.0001133,77.4687,282.644,15.30196947,482.36118514217287,LEO
STARLINK-32700,2026-04-02 22:18:49.977504,53.1605,68.6544,7.81e-05,85.9201,274.1889,15.3022261,482.2845608660491,LEO
STARLINK-32698,2026-04-02 07:03:24.906528,53.1596,84.5776,0.0001469,81.9439,278.1728,15.30207905,482.3284666158188,LEO
STARLINK-32634,2026-04-02 15:21:35.603424,53.1596,69.6872,0.0001957,83.4815,276.6408,15.30219181,482.29479900895694,LEO
STARLINK-32651,2026-04-02 04:39:12.275712,53.1578,84.6606,9.97e-05,83.5663,276.5452,15.3027078,482.14074124337276,LEO
STARLINK-32627,2026-04-02 08:34:25.104864,53.159,84.2133,0.000124,86.9814,273.1329,15.30200411,482.3508422476816,LEO
STARLINK-32596,2026-04-02 08:23:47.357088,53.1586,84.2145,0.0001273,90.3154,269.7992,15.30213941,482.3104444222281,LEO
STARLINK-32519,2026-04-02 22:56:39.318432,53.1593,68.1027,0.0001834,106.367,253.7533,15.3023011,482.26216786085934,LEO
STARLINK-32527,2026-04-02 15:03:21.191904,53.1575,69.6072,0.0001351,102.3914,257.7238,15.30219149,482.29489455319435,LEO
STARLINK-32481,2026-04-02 23:02:43.965312,53.1586,68.1282,0.0001054,88.1217,271.9904,15.30210468,482.3208140363731,LEO
STARLINK-32645,2026-04-02 23:08:49.553952,53.1593,68.1564,0.0001691,95.8064,264.3129,15.30159231,482.4738010074043,LEO
STARLINK-32654,2026-04-02 09:15:17.321760,53.1582,83.7234,0.0001149,87.7517,272.3616,15.30214453,482.30891570615677,LEO
HULIANWANG DIGUI-01,2026-04-02 21:40:45.617664,86.5057,8.6249,0.0002038,77.3718,282.7644,13.24411709,1175.052694081447,LEO
HULIANWANG DIGUI-02,2026-04-02 21:51:29.492064,86.5086,8.7604,0.0002028,78.4943,281.6419,13.24411029,1175.055277023489,LEO
HULIANWANG DIGUI-03,2026-04-02 21:29:42.490752,86.504,8.5422,0.0002027,75.1075,285.0283,13.24410554,1175.057081285786,LEO
HULIANWANG DIGUI-04,2026-04-02 21:18:52.768800,86.505,8.5789,0.0002089,73.1459,286.9904,13.24410677,1175.0566140767087,LEO
HULIANWANG DIGUI-05,2026-04-02 22:56:51.605376,86.5102,8.7898,0.0002058,70.9855,289.1502,13.24411445,1175.0536968704473,LEO
HULIANWANG DIGUI-06,2026-04-02 22:34:54.853824,86.5039,8.4966,0.0002169,75.9773,284.1602,13.24412345,1175.0502782729482,LEO
HULIANWANG DIGUI-07,2026-04-02 22:24:12.709152,86.5009,8.3593,0.0002076,76.1092,284.0273,13.24411682,1175.0527966393975,LEO
HULIANWANG DIGUI-08,2026-04-02 22:45:59.963616,86.5093,8.7474,0.0002105,70.0609,290.0752,13.24411909,1175.051934393031,LEO
HULIANWANG DIGUI-09,2026-04-02 22:13:13.470240,86.5058,8.6409,0.0002045,75.6699,284.4662,13.2441094,1175.0556150851853,LEO
HULIANWANG DIGUI-10,2026-04-02 22:02:24.931104,86.5089,8.7743,0.0002141,75.9116,284.2256,13.24410844,1175.0559797360456,LEO
PIESAT-2 09,2026-03-31 14:51:34.646400,97.5269,39.1621,0.0001667,92.346,267.7963,15.13458687,532.7988251557645,LEO
PIESAT-2 10,2026-04-01 15:04:52.170240,97.5326,40.5018,0.0001741,93.5612,266.5818,15.13503861,532.6614513141294,LEO
PIESAT-2 11,2026-04-02 23:11:03.770304,97.5248,41.3903,0.0001759,89.9006,270.2427,15.1348396,532.7219692841836,LEO
PIESAT-2 12,2026-04-01 14:15:26.826336,97.522,40.0059,0.0001736,95.6151,264.5279,15.13504107,532.6607032484308,LEO
NAVSTAR 83 (USA 440),2026-04-01 07:22:38.515872,54.8803,337.2995,0.0016545,0.3294,175.6618,2.00570258,20188.76038072778,MEO
O3B MPOWER F7,2026-04-02 12:24:20.413152,0.0717,1.3439,0.0006101,9.1584,349.508,5.00115178,8073.033418161605,MEO
O3B MPOWER F8,2026-04-02 16:24:36.021600,0.0421,315.1669,0.0006427,48.2566,356.5785,5.00115614,8073.025023303417,MEO
TIANQI-33,2026-04-02 21:45:19.937664,44.9837,296.9944,0.0007974,19.7393,340.3747,13.99183278,903.7616815144611,LEO
TIANQI-34,2026-04-02 21:21:04.069152,44.9804,296.7744,0.0004854,26.6835,333.4247,13.99162925,903.8322298224966,LEO
TIANQI-35,2026-04-02 22:36:53.165664,44.985,296.5102,0.0010256,8.3967,351.7036,13.99168273,903.8136922249341,LEO
TIANQI-36,2026-04-02 22:10:58.591200,44.9847,296.3919,0.000851,18.7921,341.3225,13.99194356,903.7232832672098,LEO
TJS-12,2026-04-02 22:07:21.879264,0.8417,293.3468,0.0002476,47.6759,328.5465,1.00275293,35792.74857011638,GEO
KORSAT-2,2026-04-02 00:03:55.545408,45.409,102.6873,0.0008834,181.0243,179.0618,14.98807452,577.7168019832725,LEO
TANSTAAFL-2,2026-04-02 23:04:17.969376,44.9886,344.3275,0.0001434,184.814,175.273,15.28556844,487.26263152426964,LEO
HAWK-11B,2026-04-02 10:10:11.885952,45.0183,344.6145,0.0003625,157.7169,202.3873,15.29299058,485.0434403863974,LEO
BANDWAGON-2 OBJECT D,2026-04-02 10:18:18.756864,44.9982,344.8039,0.0003836,182.8762,177.21,15.2962371,484.0733076912429,LEO
HAWK-11C,2026-04-02 10:09:33.407712,45.0069,344.0608,0.0004327,142.7739,217.3446,15.29298253,485.04584633281775,LEO
HAWK-11A,2026-04-02 10:09:43.600320,44.9957,343.4943,0.0003818,143.0351,217.0797,15.29299781,485.0412795195489,LEO
LIZZIESAT-2 (LS-2),2026-04-02 17:43:38.613504,44.9951,344.5206,0.0002184,150.6687,209.4319,15.2872017,486.7741390057072,LEO
ICEYE-X49,2026-04-02 13:18:19.983744,44.9998,40.9607,0.0001373,304.8892,55.1856,15.12326717,536.2433712273541,LEO
BANDWAGON-2 OBJECT J,2026-04-02 21:59:21.519456,45.0011,316.0176,0.0008579,187.5592,172.517,15.45754567,436.2988283300947,LEO
TOMORROW-S4,2026-04-02 03:14:32.378208,44.983,349.0489,0.0004142,317.7598,42.2966,15.2812243,488.56234595461956,LEO
BANDWAGON-2 OBJECT L,2026-04-02 21:45:40.321152,44.9912,313.9572,0.0008457,197.2303,162.8302,15.47006614,432.62540806962534,LEO
GITAI-SC1,2026-04-02 17:13:15.369600,45.003,359.4828,5.85e-05,280.8117,79.2698,15.20586137,511.20846557957066,LEO
ICEYE-X47,2026-04-02 20:58:27.261696,44.9976,39.0361,9.58e-05,244.1749,115.9029,15.12568067,535.5085910607477,LEO
LASARSAT,2026-04-02 08:19:04.009152,44.9767,326.9004,0.0005144,228.1064,131.9385,15.41820936,447.8721690101829,LEO
TOMORROW-S3,2026-04-02 10:15:41.377536,45.005,347.3003,0.0002798,248.7869,111.2716,15.28093246,488.6496830464803,LEO
BANDWAGON-2 OBJECT S,2026-04-02 13:43:38.812800,44.9689,302.3956,0.001145,243.6746,116.2975,15.63116528,385.79803587053175,LEO
CROCUBE,2026-04-02 22:33:45.006336,44.9743,321.9492,0.0004812,229.8406,130.2062,15.43204776,443.7950955221686,LEO
BANDWAGON-2 OBJECT U,2026-04-02 22:17:13.585344,44.9969,318.546,0.0007687,180.3028,179.7857,15.4343545,443.1160755676665,LEO
BANDWAGON-2 OBJECT V,2026-04-02 21:06:41.604480,44.9946,314.7082,0.0008619,194.3295,165.7352,15.4665367,433.6604199765479,LEO
BANDWAGON-2 OBJECT Y,2026-04-02 21:40:04.586304,44.998,318.4208,0.0007703,178.9276,181.1631,15.43912472,441.71243352450074,LEO
XCUBE-1,2026-04-02 22:20:47.562720,44.9981,344.192,0.0003489,137.2816,222.8339,15.28428389,487.64688932049194,LEO
CTC-0,2026-04-02 08:26:45.843072,44.9738,331.0388,0.0006793,187.1718,172.9072,15.36825151,462.64166077915615,LEO
DJIBOUTI-1B,2026-04-02 22:55:40.539648,44.9727,310.3504,0.0007627,200.6909,159.3674,15.48822675,427.30600650602264,LEO
BANDWAGON-2 OBJECT AC,2026-04-02 16:44:42.149184,45.0053,334.39,0.000429,184.3692,175.7157,15.36170031,464.58438721022594,LEO
BANDWAGON-2 OBJECT AD,2026-04-02 08:30:00.291456,44.9963,318.4414,0.0008553,188.5142,171.5604,15.46002079,435.57225185624065,LEO
BANDWAGON-2 OBJECT AE,2026-04-02 21:30:48.628224,44.9772,306.7389,0.000897,207.5118,152.53,15.52311424,417.11626586872353,LEO
STRIX-2,2026-04-02 23:34:28.540992,97.6235,49.1419,0.0014445,227.8188,132.1814,15.08024179,549.3751515070007,LEO
STARLINK-11444 [DTC],2026-04-02 19:53:58.648128,43.0006,22.4649,0.0001634,248.7314,111.3379,15.70993408,363.1936284746671,LEO
STARLINK-11493 [DTC],2026-04-02 12:23:51.455328,43.0004,24.4235,0.0002034,332.5314,27.5446,15.71231996,362.51189657744635,LEO
STARLINK-11453 [DTC],2026-04-02 20:47:18.496320,42.9992,21.8644,0.0003428,209.4006,150.6669,15.71196254,362.6140133644203,LEO
STARLINK-11462 [DTC],2026-04-02 22:00:01.999584,42.9994,21.5707,0.0005919,223.1076,57.8239,15.76454793,347.6315828449733,LEO
STARLINK-11441 [DTC],2026-04-02 20:24:22.041504,42.9996,21.7392,0.0001485,252.9401,107.1304,15.71007351,363.15378355155826,LEO
STARLINK-11445 [DTC],2026-04-02 06:55:38.000064,43.002,25.2725,0.0004684,277.7558,82.2777,15.7098426,363.21977104235157,LEO
STARLINK-11355 [DTC],2026-04-02 20:32:01.085568,43.0027,21.7725,0.0002953,255.5383,104.5157,15.7106387,362.9922751931963,LEO
STARLINK-11446 [DTC],2026-04-02 20:09:04.757760,43.0002,21.6504,0.0001166,255.3368,104.7371,15.71015626,363.13013635562766,LEO
STARLINK-11428 [DTC],2026-04-02 19:38:41.207136,43.0015,22.3844,0.0001785,252.0653,108.002,15.70973493,363.2505406094497,LEO
STARLINK-11447 [DTC],2026-04-02 20:16:43.544352,42.9966,21.693,2.7e-05,208.9064,151.1789,15.71015226,363.13127941772564,LEO
STARLINK-11434 [DTC],2026-04-02 19:46:19.819200,42.9996,22.4168,0.0001134,253.6541,106.4202,15.71049169,363.03428375155363,LEO
STARLINK-11461 [DTC],2026-04-02 19:31:02.403264,43.0003,22.3313,5.33e-05,205.3092,154.775,15.70866383,363.55665507230606,LEO
STARLINK-32692,2026-04-02 16:49:27.274368,43.0014,186.4347,9.22e-05,263.7632,96.3115,15.27606525,490.10667179660595,LEO
STARLINK-32680,2026-04-02 15:12:46.545120,43.0013,179.0184,0.0001214,254.6552,105.4166,15.27623099,490.0570451630556,LEO
STARLINK-32638,2026-04-02 07:44:11.038272,43.0039,192.2402,0.0001535,272.9666,87.101,15.27575504,490.1995587141,LEO
STARLINK-32283,2026-04-02 22:34:38.965728,43.0008,173.5565,5.72e-05,251.5483,108.5306,15.27634753,490.0221507572587,LEO
STARLINK-32676,2026-04-02 22:04:34.255488,42.9963,177.7239,0.0001423,54.5807,305.5177,15.27613872,490.0846729603609,LEO
STARLINK-32659,2026-04-02 12:19:15.855744,43.0006,179.8358,0.0001979,271.2691,88.7934,15.27640244,490.00570975930077,LEO
STARLINK-32614,2026-04-02 23:00:31.526208,43.0022,184.9397,2.39e-05,270.6166,89.4658,15.2763074,490.0341664314283,LEO
STARLINK-32418,2026-04-02 22:39:31.199904,43.0011,177.0436,0.000143,266.2117,93.8571,15.27604145,490.1137981758193,LEO
RESURS-P 5,2026-04-02 22:29:14.712576,97.2781,19.5458,9.68e-05,60.3179,299.816,15.33048205,473.8610118611541,LEO
STARLINK-32702,2026-04-02 15:03:07.624512,53.1604,221.2566,0.0004592,95.0115,265.141,15.30233618,482.2516939686866,LEO
STARLINK-32712,2026-04-02 18:30:23.586048,53.159,223.5695,0.0001637,82.3652,277.7535,15.30198398,482.35685270673457,LEO
STARLINK-32674,2026-04-02 19:09:44.472096,53.1555,223.0331,7.98e-05,75.8303,284.2786,15.30196283,482.3631677337953,LEO
STARLINK-32711,2026-03-31 19:24:14.064768,53.1598,232.6536,7.02e-05,306.7682,53.3254,15.30218132,482.2979310702276,LEO
STARLINK-32697,2026-04-02 18:07:35.902560,53.1614,223.4731,0.000127,87.3503,272.7643,15.30206835,482.33166141730453,LEO
STARLINK-32693,2026-04-02 18:41:36.527136,53.1596,220.7082,0.000148,75.0689,285.0476,15.30203449,482.3417713463523,LEO
STARLINK-32721,2026-04-02 08:32:38.768064,53.1593,225.2429,0.0001724,81.2658,278.8538,15.30221088,482.28910517556324,LEO
STARLINK-32709,2026-04-02 18:54:42.604704,53.1565,223.6777,0.000247,76.2043,283.9233,15.30233018,482.2534853955249,LEO
STARLINK-32689,2026-04-02 17:29:34.988352,53.1577,223.306,0.0001225,96.921,263.193,15.30160715,482.4693698577148,LEO
STARLINK-32724,2026-04-02 14:51:53.658720,53.1657,224.0479,9.77e-05,85.9086,274.2027,15.30198898,482.3553597946611,LEO
STARLINK-32291,2026-04-02 18:12:08.938656,53.1644,223.4905,2.71e-05,82.9094,277.1937,15.3022212,482.28602388208765,LEO
STARLINK-32736,2026-04-02 18:22:47.654112,53.1598,223.5392,0.0001185,58.3786,301.733,15.30239148,482.2351830397711,LEO
STARLINK-32737,2026-04-02 14:43:31.971936,53.1591,221.8774,0.0002715,86.1774,273.9537,15.30238145,482.2381776909242,LEO
STARLINK-32683,2026-04-02 09:24:18.272160,53.1563,225.4658,0.0001246,88.1358,271.9786,15.30217053,482.30115270800616,LEO
STARLINK-32726,2026-04-02 14:50:22.211232,53.1672,224.0358,1.05e-05,216.072,144.0274,15.30205683,482.3351010582064,LEO
STARLINK-32730,2026-04-02 17:47:52.149120,53.159,223.3807,0.0001236,80.7851,279.329,15.30222406,482.28516995834616,LEO
STARLINK-32719,2026-04-02 17:43:24.969216,53.156,223.9287,0.0001815,81.2942,278.8265,15.30220421,482.2910966723166,LEO
STARLINK-32723,2026-04-02 18:01:30.739008,53.1609,223.4429,2.23e-05,0.6956,359.4045,15.30250546,482.2011523285737,LEO
STARLINK-32722,2026-04-02 17:53:57.526944,53.1559,223.4063,0.0003496,87.7157,272.4244,15.3019251,482.37443330046426,LEO
STARLINK-32720,2026-04-02 15:29:52.946016,53.1567,224.2094,0.0001979,92.1499,267.9729,15.3019164,482.37703098606835,LEO
STARLINK-32656,2026-04-02 15:51:09.417024,53.1541,224.2972,0.0001171,82.3308,277.7825,15.30223733,482.2812078750949,LEO
STARLINK-32690,2026-04-02 08:25:02.701344,53.1585,225.2095,0.0002228,82.0387,278.0866,15.3023513,482.24717957824396,LEO
NUVIEW ALPHA,2026-04-02 04:36:38.807712,0.0654,32.6363,0.0001884,349.2764,154.6701,1.00271197,35793.89679974122,GEO
AGILA,2026-04-02 20:11:38.724288,0.0312,141.1989,0.0001536,252.7479,252.2932,1.00272307,35793.585626276355,GEO
NUVIEW BRAVO,2026-04-02 07:20:25.000224,0.0605,173.6791,9.92e-05,258.5729,145.3854,1.00272189,35793.61870570531,GEO
SDX01,2026-04-02 22:41:08.024928,54.9961,340.2214,0.0005121,58.907,301.247,15.60768496,392.5729901125196,LEO
SDX02,2026-04-02 22:41:16.722816,54.9955,340.2176,0.0005184,59.9328,300.2223,15.60781756,392.53468234164575,LEO
STARLINK-11518 [DTC],2026-04-02 22:59:26.673504,43.0,77.0907,0.0002172,241.0302,119.0348,15.71111494,362.8561926514003,LEO
STARLINK-11455 [DTC],2026-04-02 23:07:05.556864,42.9985,77.1334,0.0001683,177.3773,182.7104,15.71093672,362.9071170744346,LEO
STARLINK-11178 [DTC],2026-04-02 05:57:01.308384,43.0006,81.221,9.16e-05,259.6133,100.4631,15.70927009,363.38338504103285,LEO
STARLINK-11506 [DTC],2026-04-02 15:36:47.610720,42.9994,78.1939,0.0002593,55.4022,304.709,15.70897683,363.46719780398143,LEO
STARLINK-11486 [DTC],2026-04-02 07:36:13.255776,43.0041,80.8801,0.000244,274.3657,85.6932,15.70948437,363.3221461563635,LEO
STARLINK-11511 [DTC],2026-04-02 16:15:00.592416,43.0002,78.4078,9e-05,71.7014,288.3952,15.708991,363.4631480036878,LEO
STARLINK-11505 [DTC],2026-04-02 08:21:54.515232,43.0002,80.2384,0.0001691,271.9153,88.1521,15.70938318,363.3510649801692,LEO
STARLINK-11497 [DTC],2026-04-02 22:28:52.248576,42.9991,76.9181,9.48e-05,248.554,111.5227,15.7095625,363.2998178016678,LEO
STARLINK-11477 [DTC],2026-04-02 15:52:04.855584,43.0001,78.2798,0.0002238,48.4817,311.6243,15.70907847,363.4381491242448,LEO
STARLINK-11500 [DTC],2026-04-02 15:44:25.742400,43.0012,78.2361,0.0001007,17.88,342.2103,15.70910795,363.4297238082072,LEO
STARLINK-11464 [DTC],2026-04-02 05:49:22.426752,42.9999,81.1744,0.0001095,255.7992,104.2754,15.70886407,363.4994249427209,LEO
STARLINK-11502 [DTC],2026-04-02 08:29:33.222336,43.0001,80.279,0.0001285,255.309,104.7635,15.70892021,363.4833799178614,LEO
STARLINK-32657,2026-04-02 10:00:05.953248,42.9962,245.6772,4.6e-05,341.1666,18.9168,15.2761802,490.0722528432316,LEO
STARLINK-32734,2026-04-02 18:24:53.417088,42.9996,240.5364,0.0001549,289.3942,70.6742,15.2759654,490.1365697762931,LEO
